0.27434,0.22636,0.74275,0.76056,0.37729
0.22064,0.25959,0.43846,0.33836,0.33375
0.36544,0.31838,0.35723,0.39337,0.33536
0.54705,0.57739,0.51959,0.57724,0.58603
0.27481,0.37856,0.92078,1.7782,1.4256
0.32253,0.26218,0.47149,0.68672,0.34868
0.18291,0.39672,0.58848,0.7508,0.71836
0.057918,0.073005,0.091538,0.096309,0.096865
1.4767,2.7015,7.0431,8.8037,4.2244
2.1311,2.4632,2.777,3.0064,4.5247
0.53834,0.28039,0.16855,0.15737,0.12711
0.18338,0.19623,0.1791,0.17934,0.19843
4.0664,1.8837,4.4566,5.7121,0.88103
0.85597,1.1089,2.2782,4.7839,2.8334
2.163,4.4934,6.0897,6.4737,5.2678
0.056796,0.024075,0.060685,0.068922,0.030283
0.31052,0.45945,0.7954,0.66639,0.64066
1.4931,1.4866,2.6821,2.4127,0.76957
1.1466,0.55545,0.56174,0.5877,0.49877
